STATE,STATE CODE,MAKE,MODEL,EV_VEHICLES,MILES/kWh,latitude,longitude
NEW HAMPSHIRE,NH,FORD,C-MAX,460,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,X5,457,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,FORD,MUSTANG MACH-E,329,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,JEEP,WRANGLER,320,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,XC90,306,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,HONDA,CLARITY,268,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,I3,267,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,KIA,NIRO,259,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,CHRYSLER,PACIFICA,250,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,XC60,228,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,E-TRON,209,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,HYUNDAI,KONA,170,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,E825,161,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,HYUNDAI,IONIQ,157,4,43.193852,-71.572395
NEW HAMPSHIRE,NH,MITSUBISHI,OUTLANDER,151,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,XC40,150,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,530,144,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,SUBARU,CROSSTREK,137,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,X3,135,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLKSWAGEN,ID4,134,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,PORSCHE,CAYENNE,128,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,PORSCHE,TAYCAN,116,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,Q5 E,93,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,330,80,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLKSWAGEN,GOLF,76,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,SMARTCAR,FORTWO,71,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,A3,67,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,LINCOLN,AVIATOR,66,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,MINI,COUNTRYMAN,66,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,MINI,MINI COOPER,60,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,I8,57,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,PORSCHE,PANAMERA,53,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,40,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,HYUNDAI,SONATA,39,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,POLESTAR,2,35,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,CADILLAC,ELR,33,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,JAGUAR,I-PACE,33,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,S60,32,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,KIA,SOUL EV,28,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,V60,28,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,FORD,FOCUS,28,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,VOLVO,S90,27,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,TESLA,ROADSTER,22,4,43.193852,-71.572395
NEW HAMPSHIRE,NH,MERCEDES-BENZ,GLC,19,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,HYUNDAI,SANTA FE,17,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,MITSUBISHI,I-MIEV,17,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,FIAT,500,14,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,KIA,OPTIMA,13,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,KIA,SORENTO,12,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,LAND ROVER,RANGE ROVER SPORT,12,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,A7,11,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,FORD,ESCAPE,9,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,HYUNDAI,TUCSON,8,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,MERCEDES-BENZ,GLE,7,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,TH!NK,NEIGHBOR,6,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,6,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,6,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,FISKER,KARMA,6,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,BMW,740,6,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,E-TRON GT,5,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,LAND ROVER,RANGE ROVER,5,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,MERCEDES-BENZ,S-CLASS,5,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,AUDI,RS E-TRON GT,5,2,43.193852,-71.572395
NEW HAMPSHIRE,NH,KARMA,REVERO,5,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,5,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,CHEVROLET,SPARK,4,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,POLESTAR,1,3,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,MCLAREN,P1,3,2.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,3,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,3,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,HONDA,ACCORD,3,3.5,43.193852,-71.572395
NEW HAMPSHIRE,NH,BRIGHTDROP,EV600,3,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,LINCOLN,CORSAIR,3,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,CADILLAC,CT6,2,3,43.193852,-71.572395
NEW HAMPSHIRE,NH,FERRARI,SF90 STRADALE,2,2,43.193852,-71.572395
NEW JERSEY,NJ,TESLA,MODEL 3,26221,4,40.058324,-74.405661
NEW JERSEY,NJ,TESLA,MODEL S,10417,4,40.058324,-74.405661
NEW JERSEY,NJ,TESLA,MODEL Y,9507,4,40.058324,-74.405661
NEW JERSEY,NJ,TOYOTA,PRIUS PRIME,7137,2,40.058324,-74.405661
NEW JERSEY,NJ,TESLA,MODEL X,5833,4,40.058324,-74.405661
NEW JERSEY,NJ,CHEVROLET,BOLT,4120,3.5,40.058324,-74.405661
NEW JERSEY,NJ,NISSAN,LEAF,3873,3,40.058324,-74.405661
NEW JERSEY,NJ,FORD,FUSION,3819,3,40.058324,-74.405661
NEW JERSEY,NJ,FORD,MUSTANG MACH-E,3712,3,40.058324,-74.405661
NEW JERSEY,NJ,HYUNDAI,IONIQ,3644,4,40.058324,-74.405661
NEW JERSEY,NJ,CHEVROLET,VOLT,3539,3.5,40.058324,-74.405661
NEW JERSEY,NJ,TOYOTA,RAV4,3100,2,40.058324,-74.405661
NEW JERSEY,NJ,HONDA,CLARITY,2523,3.5,40.058324,-74.405661
NEW JERSEY,NJ,TOYOTA,PRIUS PLUG-IN,2408,2,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,E-TRON,2177,2,40.058324,-74.405661
NEW JERSEY,NJ,JEEP,WRANGLER,2104,2,40.058324,-74.405661
NEW JERSEY,NJ,BMW,X5,2101,2,40.058324,-74.405661
NEW JERSEY,NJ,HYUNDAI,KONA,2044,3.5,40.058324,-74.405661
NEW JERSEY,NJ,BMW,I3,1966,3.5,40.058324,-74.405661
NEW JERSEY,NJ,BMW,530,1737,2,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,XC90,1708,2,40.058324,-74.405661
NEW JERSEY,NJ,PORSCHE,TAYCAN,1640,2,40.058324,-74.405661
NEW JERSEY,NJ,CHRYSLER,PACIFICA,1631,3,40.058324,-74.405661
NEW JERSEY,NJ,FORD,C-MAX,1425,3,40.058324,-74.405661
NEW JERSEY,NJ,VOLKSWAGEN,ID4,1239,3,40.058324,-74.405661
NEW JERSEY,NJ,KIA,NIRO,1131,3.5,40.058324,-74.405661
NEW JERSEY,NJ,PORSCHE,CAYENNE,1111,2,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,XC60,865,2,40.058324,-74.405661
NEW JERSEY,NJ,SUBARU,CROSSTREK,834,3,40.058324,-74.405661
NEW JERSEY,NJ,BMW,I8,731,2,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,GLC,729,2.5,40.058324,-74.405661
NEW JERSEY,NJ,BMW,X3,665,2,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,Q5 E,647,2.5,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,XC40,635,2,40.058324,-74.405661
NEW JERSEY,NJ,POLESTAR,2,552,2.5,40.058324,-74.405661
NEW JERSEY,NJ,BMW,330,541,2,40.058324,-74.405661
NEW JERSEY,NJ,JAGUAR,I-PACE,508,2,40.058324,-74.405661
NEW JERSEY,NJ,PORSCHE,PANAMERA,486,2,40.058324,-74.405661
NEW JERSEY,NJ,MITSUBISHI,OUTLANDER,455,3.5,40.058324,-74.405661
NEW JERSEY,NJ,LINCOLN,AVIATOR,451,3,40.058324,-74.405661
NEW JERSEY,NJ,VOLKSWAGEN,GOLF,437,3,40.058324,-74.405661
NEW JERSEY,NJ,SMARTCAR,FORTWO,421,2.5,40.058324,-74.405661
NEW JERSEY,NJ,HYUNDAI,SONATA,303,3.5,40.058324,-74.405661
NEW JERSEY,NJ,HYUNDAI,SANTA FE,289,3.5,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E825,274,3,40.058324,-74.405661
NEW JERSEY,NJ,MINI,MINI COOPER,257,3,40.058324,-74.405661
NEW JERSEY,NJ,MINI,COUNTRYMAN,256,3,40.058324,-74.405661
NEW JERSEY,NJ,KIA,SORENTO,247,3.5,40.058324,-74.405661
NEW JERSEY,NJ,HYUNDAI,TUCSON,195,3.5,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,S60,195,2,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,A3,190,2.5,40.058324,-74.405661
NEW JERSEY,NJ,KIA,SOUL EV,186,3.5,40.058324,-74.405661
NEW JERSEY,NJ,FIAT,500,181,3.5,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,GLE,176,2.5,40.058324,-74.405661
NEW JERSEY,NJ,FORD,FOCUS,146,3,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,E-TRON GT,142,2,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,136,3,40.058324,-74.405661
NEW JERSEY,NJ,FORD,ESCAPE,134,3,40.058324,-74.405661
NEW JERSEY,NJ,BMW,740,130,2,40.058324,-74.405661
NEW JERSEY,NJ,LAND ROVER,RANGE ROVER SPORT,121,2,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,A7,120,2.5,40.058324,-74.405661
NEW JERSEY,NJ,KIA,OPTIMA,115,3.5,40.058324,-74.405661
NEW JERSEY,NJ,CADILLAC,ELR,112,3,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,S90,104,2,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,91,3,40.058324,-74.405661
NEW JERSEY,NJ,CHEVROLET,SPARK,91,3.5,40.058324,-74.405661
NEW JERSEY,NJ,FISKER,KARMA,84,3,40.058324,-74.405661
NEW JERSEY,NJ,LAND ROVER,RANGE ROVER,84,2,40.058324,-74.405661
NEW JERSEY,NJ,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,80,3,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,72,3,40.058324,-74.405661
NEW JERSEY,NJ,BMW,745,66,2,40.058324,-74.405661
NEW JERSEY,NJ,TESLA,ROADSTER,63,4,40.058324,-74.405661
NEW JERSEY,NJ,MITSUBISHI,I-MIEV,54,3.5,40.058324,-74.405661
NEW JERSEY,NJ,FERRARI,SF90 STRADALE,48,2,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,44,3,40.058324,-74.405661
NEW JERSEY,NJ,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,43,3,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,B-CLASS,42,2.5,40.058324,-74.405661
NEW JERSEY,NJ,HONDA,ACCORD,41,3.5,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,C-CLASS,36,2.5,40.058324,-74.405661
NEW JERSEY,NJ,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,34,3,40.058324,-74.405661
NEW JERSEY,NJ,LINCOLN,CORSAIR,32,3,40.058324,-74.405661
NEW JERSEY,NJ,KARMA,REVERO,28,2.5,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,RS E-TRON GT,27,2,40.058324,-74.405661
NEW JERSEY,NJ,AUDI,A8,25,2.5,40.058324,-74.405661
NEW JERSEY,NJ,TOYOTA,RAV4 EV,23,2,40.058324,-74.405661
NEW JERSEY,NJ,BENTLEY,BENTAYGA,21,3,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,S-CLASS,19,2.5,40.058324,-74.405661
NEW JERSEY,NJ,MERCEDES-BENZ,EQS,18,2.5,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,V60,16,2,40.058324,-74.405661
NEW JERSEY,NJ,CADILLAC,CT6,15,3,40.058324,-74.405661
NEW JERSEY,NJ,TH!NK,NEIGHBOR,14,2,40.058324,-74.405661
NEW JERSEY,NJ,PORSCHE,918,13,2,40.058324,-74.405661
NEW JERSEY,NJ,POLESTAR,1,12,2.5,40.058324,-74.405661
NEW JERSEY,NJ,MCLAREN,P1,10,2.5,40.058324,-74.405661
NEW JERSEY,NJ,SMITH ELECTRIC,D120,9,2,40.058324,-74.405661
NEW JERSEY,NJ,WORKHORSE,W88,8,3,40.058324,-74.405661
NEW JERSEY,NJ,AZURE,TRANSIT CONNECT,6,2,40.058324,-74.405661
NEW JERSEY,NJ,BMW,ACTIVE E,5,3,40.058324,-74.405661
NEW JERSEY,NJ,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,4,3,40.058324,-74.405661
NEW JERSEY,NJ,KALMAR,OTT,3,2.5,40.058324,-74.405661
NEW JERSEY,NJ,PETERBILT,220,3,2.5,40.058324,-74.405661
NEW JERSEY,NJ,SMITH ELECTRIC,D75,3,2,40.058324,-74.405661
NEW JERSEY,NJ,INTERNATIONAL,ESTAR,3,3,40.058324,-74.405661
NEW JERSEY,NJ,LUCID,AIR,2,3,40.058324,-74.405661
NEW JERSEY,NJ,FORD,RANGER,2,3,40.058324,-74.405661
NEW JERSEY,NJ,VOLVO,VNR,2,2,40.058324,-74.405661
NEW JERSEY,NJ,FREIGHTLINER,EB2,2,3,40.058324,-74.405661
NEW JERSEY,NJ,HONDA,FIT,2,3.5,40.058324,-74.405661
NEW JERSEY,NJ,BYD TRANSIT,TRACTOR TRUCK,1,2,40.058324,-74.405661
NEW MEXICO,NM,TESLA,MODEL 3,2249,4,34.97273,-105.032363
NEW MEXICO,NM,CHEVROLET,VOLT,1428,3.5,34.97273,-105.032363
NEW MEXICO,NM,NISSAN,LEAF,1366,3,34.97273,-105.032363
NEW MEXICO,NM,TESLA,MODEL S,955,4,34.97273,-105.032363
NEW MEXICO,NM,CHEVROLET,BOLT,939,3.5,34.97273,-105.032363
NEW MEXICO,NM,TESLA,MODEL Y,831,4,34.97273,-105.032363
NEW MEXICO,NM,TOYOTA,PRIUS PRIME,652,2,34.97273,-105.032363
NEW MEXICO,NM,BMW,I3,541,3.5,34.97273,-105.032363
NEW MEXICO,NM,FORD,FUSION,515,3,34.97273,-105.032363
NEW MEXICO,NM,FORD,C-MAX,388,3,34.97273,-105.032363
NEW MEXICO,NM,CHRYSLER,PACIFICA,365,3,34.97273,-105.032363
NEW MEXICO,NM,TESLA,MODEL X,338,4,34.97273,-105.032363
NEW MEXICO,NM,BMW,X5,305,2,34.97273,-105.032363
NEW MEXICO,NM,FORD,MUSTANG MACH-E,255,3,34.97273,-105.032363
NEW MEXICO,NM,JEEP,WRANGLER,222,2,34.97273,-105.032363
NEW MEXICO,NM,KIA,NIRO,221,3.5,34.97273,-105.032363
NEW MEXICO,NM,TOYOTA,PRIUS PLUG-IN,213,2,34.97273,-105.032363
NEW MEXICO,NM,HONDA,CLARITY,188,3.5,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,XC60,168,2,34.97273,-105.032363
NEW MEXICO,NM,VOLKSWAGEN,GOLF,144,3,34.97273,-105.032363
NEW MEXICO,NM,BMW,330,131,2,34.97273,-105.032363
NEW MEXICO,NM,BMW,X3,128,2,34.97273,-105.032363
NEW MEXICO,NM,VOLKSWAGEN,ID4,121,3,34.97273,-105.032363
NEW MEXICO,NM,MITSUBISHI,OUTLANDER,117,3.5,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,XC90,115,2,34.97273,-105.032363
NEW MEXICO,NM,AUDI,Q5 E,113,2.5,34.97273,-105.032363
NEW MEXICO,NM,AUDI,E-TRON,103,2,34.97273,-105.032363
NEW MEXICO,NM,AUDI,A3,95,2.5,34.97273,-105.032363
NEW MEXICO,NM,MINI,MINI COOPER,95,3,34.97273,-105.032363
NEW MEXICO,NM,TOYOTA,RAV4,95,2,34.97273,-105.032363
NEW MEXICO,NM,FIAT,500,93,3.5,34.97273,-105.032363
NEW MEXICO,NM,BMW,530,88,2,34.97273,-105.032363
NEW MEXICO,NM,PORSCHE,TAYCAN,86,2,34.97273,-105.032363
NEW MEXICO,NM,PORSCHE,CAYENNE,84,2,34.97273,-105.032363
NEW MEXICO,NM,MINI,COUNTRYMAN,81,3,34.97273,-105.032363
NEW MEXICO,NM,CHEVROLET,SPARK,68,3.5,34.97273,-105.032363
NEW MEXICO,NM,LINCOLN,AVIATOR,65,3,34.97273,-105.032363
NEW MEXICO,NM,CADILLAC,ELR,63,3,34.97273,-105.032363
NEW MEXICO,NM,SMARTCAR,FORTWO,61,2.5,34.97273,-105.032363
NEW MEXICO,NM,GEM,E825,61,3,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,XC40,57,2,34.97273,-105.032363
NEW MEXICO,NM,JAGUAR,I-PACE,56,2,34.97273,-105.032363
NEW MEXICO,NM,BMW,I8,55,2,34.97273,-105.032363
NEW MEXICO,NM,HYUNDAI,IONIQ,47,4,34.97273,-105.032363
NEW MEXICO,NM,KIA,SOUL EV,46,3.5,34.97273,-105.032363
NEW MEXICO,NM,KIA,SORENTO,45,3.5,34.97273,-105.032363
NEW MEXICO,NM,MITSUBISHI,I-MIEV,43,3.5,34.97273,-105.032363
NEW MEXICO,NM,SUBARU,CROSSTREK,40,3,34.97273,-105.032363
NEW MEXICO,NM,FORD,FOCUS,40,3,34.97273,-105.032363
NEW MEXICO,NM,HYUNDAI,SONATA,37,3.5,34.97273,-105.032363
NEW MEXICO,NM,HYUNDAI,KONA,32,3.5,34.97273,-105.032363
NEW MEXICO,NM,MERCEDES-BENZ,GLC,30,2.5,34.97273,-105.032363
NEW MEXICO,NM,GEM,ES 2-PASSENGER LOW SPEED VEHICLE,30,3,34.97273,-105.032363
NEW MEXICO,NM,PORSCHE,PANAMERA,29,2,34.97273,-105.032363
NEW MEXICO,NM,MERCEDES-BENZ,B-CLASS,27,2.5,34.97273,-105.032363
NEW MEXICO,NM,KIA,OPTIMA,26,3.5,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,S90,25,2,34.97273,-105.032363
NEW MEXICO,NM,FORD,ESCAPE,22,3,34.97273,-105.032363
NEW MEXICO,NM,TOYOTA,RAV4 EV,21,2,34.97273,-105.032363
NEW MEXICO,NM,GEM,E4 4-PASSENGER LOW SPEED VEHICLE,19,3,34.97273,-105.032363
NEW MEXICO,NM,GEM,EL 2-PASSENGER LOW SPEED VEHICLE,18,3,34.97273,-105.032363
NEW MEXICO,NM,GEM,E2 2-PASSENGER LOW SPEED VEHICLE,15,3,34.97273,-105.032363
NEW MEXICO,NM,FISKER,KARMA,15,3,34.97273,-105.032363
NEW MEXICO,NM,MERCEDES-BENZ,C-CLASS,14,2.5,34.97273,-105.032363
NEW MEXICO,NM,LINCOLN,CORSAIR,13,3,34.97273,-105.032363
NEW MEXICO,NM,AUDI,E-TRON GT,12,2,34.97273,-105.032363
NEW MEXICO,NM,TESLA,ROADSTER,9,4,34.97273,-105.032363
NEW MEXICO,NM,LAND ROVER,RANGE ROVER SPORT,8,2,34.97273,-105.032363
NEW MEXICO,NM,MERCEDES-BENZ,S-CLASS,8,2.5,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,S60,8,2,34.97273,-105.032363
NEW MEXICO,NM,TH!NK,NEIGHBOR,8,2,34.97273,-105.032363
NEW MEXICO,NM,LAND ROVER,RANGE ROVER,8,2,34.97273,-105.032363
NEW MEXICO,NM,AUDI,A7,8,2.5,34.97273,-105.032363
NEW MEXICO,NM,GEM,EL XD 2-PASSENGER LOW SPEED VEHICLE,7,3,34.97273,-105.032363
NEW MEXICO,NM,GEM,E6 6-PASSENGER LOW SPEED VEHICLE,5,3,34.97273,-105.032363
NEW MEXICO,NM,SMITH ELECTRIC,D100,5,2,34.97273,-105.032363
NEW MEXICO,NM,PORSCHE,918,5,2,34.97273,-105.032363
NEW MEXICO,NM,MERCEDES-BENZ,GLE,5,2.5,34.97273,-105.032363
NEW MEXICO,NM,HONDA,ACCORD,5,3.5,34.97273,-105.032363
NEW MEXICO,NM,HYUNDAI,SANTA FE,4,3.5,34.97273,-105.032363
NEW MEXICO,NM,FORD,RANGER,4,3,34.97273,-105.032363
NEW MEXICO,NM,BMW,740,4,2,34.97273,-105.032363
NEW MEXICO,NM,KARMA,REVERO,4,2.5,34.97273,-105.032363
NEW MEXICO,NM,VOLVO,V60,4,2,34.97273,-105.032363
NEW MEXICO,NM,CADILLAC,CT6,2,3,34.97273,-105.032363
NEW MEXICO,NM,FREIGHTLINER,EB2,2,3,34.97273,-105.032363
NEW MEXICO,NM,GEM,E4S 4-PASSENGER LOW SPEED VEHICLE,2,3,34.97273,-105.032363
NEW MEXICO,NM,AZURE,TRANSIT CONNECT,2,2,34.97273,-105.032363
NEW MEXICO,NM,POLESTAR,2,2,2.5,34.97273,-105.032363
NEW MEXICO,NM,BYD TRANSIT,BUS,1,3.5,34.97273,-105.032363
NEW MEXICO,NM,GEM,E6S 6-PASSENGER LOW SPEED VEHICLE,1,3,34.97273,-105.032363
NEW YORK,NY,TESLA,MODEL 3,33898,4,43.299428,-74.217933
NEW YORK,NY,TOYOTA,PRIUS PRIME,19681,2,43.299428,-74.217933
NEW YORK,NY,TESLA,MODEL Y,15578,4,43.299428,-74.217933
NEW YORK,NY,TESLA,MODEL S,12044,4,43.299428,-74.217933
NEW YORK,NY,CHEVROLET,VOLT,9064,3.5,43.299428,-74.217933
NEW YORK,NY,TESLA,MODEL X,8185,4,43.299428,-74.217933
NEW YORK,NY,TOYOTA,RAV4,7903,2,43.299428,-74.217933
NEW YORK,NY,HYUNDAI,IONIQ,7665,4,43.299428,-74.217933
NEW YORK,NY,FORD,FUSION,6934,3,43.299428,-74.217933
NEW YORK,NY,CHEVROLET,BOLT,6879,3.5,43.299428,-74.217933
NEW YORK,NY,NISSAN,LEAF,6198,3,43.299428,-74.217933
NEW YORK,NY,TOYOTA,PRIUS PLUG-IN,5207,2,43.299428,-74.217933
NEW YORK,NY,HONDA,CLARITY,5128,3.5,43.299428,-74.217933
NEW YORK,NY,HYUNDAI,KONA,4200,3.5,43.299428,-74.217933
NEW YORK,NY,FORD,MUSTANG MACH-E,4198,3,43.299428,-74.217933
NEW YORK,NY,JEEP,WRANGLER,3617,2,43.299428,-74.217933
NEW YORK,NY,BMW,X5,3103,2,43.299428,-74.217933
NEW YORK,NY,FORD,C-MAX,3045,3,43.299428,-74.217933
NEW YORK,NY,CHRYSLER,PACIFICA,2932,3,43.299428,-74.217933
NEW YORK,NY,KIA,NIRO,2830,3.5,43.299428,-74.217933
NEW YORK,NY,BMW,530,2798,2,43.299428,-74.217933
NEW YORK,NY,VOLVO,XC90,2521,2,43.299428,-74.217933
NEW YORK,NY,BMW,I3,2383,3.5,43.299428,-74.217933
NEW YORK,NY,MITSUBISHI,OUTLANDER,2296,3.5,43.299428,-74.217933
NEW YORK,NY,SUBARU,CROSSTREK,2293,3,43.299428,-74.217933
NEW YORK,NY,AUDI,E-TRON,1806,2,43.299428,-74.217933
NEW YORK,NY,PORSCHE,TAYCAN,1670,2,43.299428,-74.217933
NEW YORK,NY,PORSCHE,CAYENNE,1440,2,43.299428,-74.217933
NEW YORK,NY,VOLKSWAGEN,ID4,1323,3,43.299428,-74.217933
NEW YORK,NY,VOLVO,XC60,1319,2,43.299428,-74.217933
NEW YORK,NY,GEM,E825,1314,3,43.299428,-74.217933
NEW YORK,NY,BMW,X3,1267,2,43.299428,-74.217933
NEW YORK,NY,MERCEDES-BENZ,GLC,1083,2.5,43.299428,-74.217933
NEW YORK,NY,BMW,I8,1023,2,43.299428,-74.217933
NEW YORK,NY,AUDI,Q5 E,998,2.5,43.299428,-74.217933
NEW YORK,NY,BMW,330,982,2,43.299428,-74.217933
NEW YORK,NY,SMARTCAR,FORTWO,850,2.5,43.299428,-74.217933
NEW YORK,NY,VOLVO,XC40,712,2,43.299428,-74.217933
NEW YORK,NY,HYUNDAI,SONATA,678,3.5,43.299428,-74.217933
NEW YORK,NY,VOLKSWAGEN,GOLF,674,3,43.299428,-74.217933
NEW YORK,NY,LINCOLN,AVIATOR,622,3,43.299428,-74.217933
NEW YORK,NY,AUDI,A3,580,2.5,43.299428,-74.217933
NEW YORK,NY,KIA,SOUL EV,567,3.5,43.299428,-74.217933
NEW YORK,NY,MINI,COUNTRYMAN,564,3,43.299428,-74.217933
NEW YORK,NY,HYUNDAI,SANTA FE,533,3.5,43.299428,-74.217933
NEW YORK,NY,PORSCHE,PANAMERA,516,2,43.299428,-74.217933
NEW YORK,NY,JAGUAR,I-PACE,461,2,43.299428,-74.217933
NEW YORK,NY,POLESTAR,2,438,2.5,43.299428,-74.217933
NEW YORK,NY,KIA,OPTIMA,399,3.5,43.299428,-74.217933
NEW YORK,NY,MINI,MINI COOPER,392,3,43.299428,-74.217933
NEW YORK,NY,HYUNDAI,TUCSON,341,3.5,43.299428,-74.217933
NEW YORK,NY,KIA,SORENTO,282,3.5,43.299428,-74.217933
NEW YORK,NY,FIAT,500,272,3.5,43.299428,-74.217933
NEW YORK,NY,CADILLAC,ELR,258,3,43.299428,-74.217933
NEW YORK,NY,FORD,FOCUS,254,3,43.299428,-74.217933
NEW YORK,NY,VOLVO,S60,227,2,43.299428,-74.217933
NEW YORK,NY,BMW,740,199,2,43.299428,-74.217933
NEW YORK,NY,FORD,ESCAPE,194,3,43.299428,-74.217933
